Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Preferred Sports Drink Type,Average Weekly Consumption (Bottles)
517009,Male,25,6.300000000000001,Fat loss,1,1929,Electrolyte,13
418714,Male,22,9.8,Fat loss,5,1807,Fresh juice,13
326156,Male,28,6,Build muscle,4,2637,Fresh juice,10
268964,Female,34,6.9,Build muscle,4,,Protein shakes,11
625303,Female,30,5.4,Fat loss,1,1911,Electrolyte,8
161813,Female,18,7.8,Build muscle,4,2596,Protein shakes,11
127712,Male,32,4.2,General health,1,2482,Protein shakes,8
724785,Female,18,9.4,Build muscle,5,2653,Energy drinks,11
867214,Female,19,6.8,Fat loss,1,1682,Electrolyte,8
212816,Male,32,7.5,Endurance training,5,2241,Electrolyte,9
228778,Female,29,6.2,Build muscle,4,2803,Electrolyte,8
686580,Male,32,6,Endurance training,4,2284,Electrolyte,11
385977,Male,28,4.1,General health,1,1826,Electrolyte,9
235230,Female,26,,Build muscle,1,2901,Electrolyte,9
818040,Male,23,6.6,Flexibility,4,1859,Fresh juice,10
906741,Female,20,7.1000000000000005,Fat loss,2,1559,Electrolyte,9
369114,Female,27,7.6000000000000005,Build muscle,4,2701,Fresh juice,12
434618,Female,20,6.4,Fat loss,1,1749,Electrolyte,11
932972,Male,35,5.8,Build muscle,1,2861,Protein shakes,10
251456,Male,32,3,General health,0,2380,Electrolyte,6
904449,Female,18,5,General health,1,2169,Electrolyte,9
962312,Male,21,5.9,General health,0,2332,Fresh juice,11
205570,Male,25,5.9,Flexibility,2,1651,Fresh juice,9
370846,Male,28,6.9,General health,5,1901,Fresh juice,10
100404,Female,20,5.5,Endurance training,0,2386,Energy drinks,8
803286,Male,31,5,Build muscle,2,2987,Protein shakes,10
374907,Female,23,6.2,Fat loss,1,1594,Protein shakes,9
773744,Female,18,,Build muscle,2,2945,Energy drinks,9
815460,Male,24,6.9,General health,4,2028,Fresh juice,10
984574,Male,29,8.100000000000001,Fat loss,4,1624,Fresh juice,12
765220,Other,33,6.5,Build muscle,1,2757,Protein shakes,9
335365,Female,23,7.699999999999999,Build muscle,4,2821,Electrolyte,9
442786,Female,31,6.8,Build muscle,5,2986,Protein shakes,11
150612,Female,30,5.9,Fat loss,2,1868,Protein shakes,11
910006,Male,22,7.6000000000000005,Fat loss,1,1925,Energy drinks,9
909956,Male,37,5,Endurance training,1,2235,Protein shakes,7
300244,Male,24,,Fat loss,1,1661,Fresh juice,7
897348,Male,26,5.8,Endurance training,2,2041,Electrolyte,8
104809,Male,27,5.7,Build muscle,3,2775,Electrolyte,10
263273,Male,23,8.7,Build muscle,5,2852,Electrolyte,14
808690,Male,24,7.2,Fat loss,1,1567,Protein shakes,9
244528,Female,21,8.5,Fat loss,4,1672,Protein shakes,10
606964,Female,27,5.5,Build muscle,0,2991,Protein shakes,10
549613,Male,19,7.4,Build muscle,2,2830,Protein shakes,13
138765,Female,42,5.9,Build muscle,5,2624,Electrolyte,8
931538,Male,24,,Fat loss,1,1669,Electrolyte,12
416076,Female,25,5.7,Build muscle,4,2546,Protein shakes,13
943523,Male,23,7.6,Endurance training,4,2260,Protein shakes,9
646237,Other,24,7.9,General health,5,2016,Fresh juice,9
301152,Female,32,5.8,Build muscle,1,2804,Protein shakes,10
399888,Male,26,5,Flexibility,4,1623,Fresh juice,9
800903,Male,29,,Fat loss,0,1792,Electrolyte,12
994751,Male,38,,Endurance training,1,2161,Protein shakes,13
192193,Male,19,6.1,Endurance training,3,2200,Protein shakes,9
136187,Male,27,6.3,Endurance training,6,2453,Energy drinks,11
605950,Female,23,9.3,Fat loss,4,1901,Fresh juice,13
238311,Male,28,8.4,Fat loss,4,1961,Electrolyte,12
900921,Female,30,5.7,Build muscle,1,2774,Electrolyte,11
608153,Female,24,8,Build muscle,4,2705,Protein shakes,16
289089,Male,22,6.4,Build muscle,1,2539,Protein shakes,9
686165,Female,32,,Build muscle,1,2772,Protein shakes,7
536341,Male,20,5.7,Build muscle,1,2687,,13
412066,Female,29,4.5,Build muscle,1,2854,Protein shakes,10
718362,Male,22,7.3,General health,5,1892,Electrolyte,13
787409,Other,26,6.3,General health,5,1841,Electrolyte,10
661419,Female,22,5.4,Flexibility,0,1964,Electrolyte,10
740053,Male,34,4.7,Fat loss,0,1878,Electrolyte,6
960395,Male,27,6,General health,3,1906,Fresh juice,9
731172,Female,32,4.7,General health,0,2127,Protein shakes,8
225917,Female,28,6.699999999999999,Fat loss,3,1564,Electrolyte,10
910717,Male,32,5.7,Build muscle,1,2864,Electrolyte,11
399770,Male,30,4.5,Flexibility,1,1983,Protein shakes,10
798168,Female,32,6.5,Fat loss,1,1634,Protein shakes,8
581680,Male,21,7.699999999999999,Fat loss,1,1993,Electrolyte,12
381342,Female,18,7.2,Build muscle,4,2888,Protein shakes,9
639542,Male,24,6.3999999999999995,Build muscle,2,2523,,12
144238,Male,23,8,General health,7,2339,Electrolyte,9
101252,Female,22,6.2,Endurance training,1,2061,Electrolyte,11
926196,Male,32,5.9,Build muscle,4,2990,Electrolyte,14
964141,Male,23,5.5,Build muscle,1,2772,Protein shakes,7
585450,Male,25,5.4,Fat loss,2,1728,Protein shakes,9
415826,Male,27,7.4,Fat loss,2,1519,Fresh juice,13
421638,Female,31,6.6,Build muscle,5,2502,Electrolyte,7
705605,Male,27,,General health,4,2220,Electrolyte,9
427359,Female,19,7.1000000000000005,Build muscle,1,2717,Protein shakes,10
702875,Female,21,6.3,Build muscle,1,2898,Protein shakes,17
106949,Female,24,6.2,Endurance training,1,2306,Electrolyte,8
863185,Male,18,6.2,Build muscle,3,2931,Protein shakes,9
417537,Male,22,6.3,General health,1,1935,Protein shakes,12
828913,Female,29,4.5,General health,0,2314,Electrolyte,10
762301,Female,23,7.1,General health,4,1992,Fresh juice,15
650222,Female,31,,Build muscle,1,2572,Protein shakes,10
880722,Male,27,5.3,Build muscle,1,,Protein shakes,7
555102,Male,28,6.7,Build muscle,4,2860,Protein shakes,8
437889,Female,22,8.4,Fat loss,3,1617,Protein shakes,8
576467,Female,35,5.4,General health,3,2465,Electrolyte,8
456600,Female,31,4.3,General health,1,2008,Fresh juice,7
415557,Female,25,6.4,General health,4,1833,Electrolyte,7
983671,Female,28,5.5,Flexibility,4,2148,Fresh juice,6
404462,Male,32,4.8,General health,1,2117,Fresh juice,12
350875,Male,24,7,Build muscle,1,2619,Protein shakes,14
563389,Male,20,8.8,Build muscle,4,2614,Protein shakes,13
170390,Male,29,3.7,Endurance training,1,2012,Protein shakes,10
807689,Female,32,5.5,Build muscle,2,2568,Electrolyte,5
353490,Male,28,7.4,Build muscle,4,2924,Protein shakes,12
