Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Dietary Preferences,Average Spend per Meal Order,Preferred Sports Drink Type,Average Weekly Consumption (Bottles),Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
193848,Female,30,4,Endurance training,1,2385,Vegan,42.49,Fresh juice,5,846.47,Accessories,Physical Retailer
152921,Male,25,5.1,Build muscle,3,2640,,50.04,Protein shakes,13,734.78,,E-commerce Retailer
805086,Male,19,6.2,Fat loss,2,1625,High protein,,Fresh juice,9,922.34,Outerwear,E-commerce Retailer
750429,Male,27,7,Build muscle,5,2750,High protein,61.43,Protein shakes,11,556.55,Footwear,Physical Retailer
805660,Female,39,7.8,Fat loss,5,1887,Whole foods,52.25,Electrolyte,11,506.45,Performance,E-commerce Retailer
384821,Female,22,7.9,Build muscle,2,2583,Low carb,52.13,Fresh juice,10,440.36,Leisure,Physical Retailer
155609,Female,36,6.1,Endurance training,4,2433,Whole foods,68.11,Protein shakes,8,803.71,Performance,Physical Retailer
327897,Male,22,7.2,General health,5,2170,Low carb,43.23,Fresh juice,11,527.14,Leisure,Physical Retailer
131024,Female,31,4.3,Endurance training,1,2047,Low carb,40.45,Electrolyte,7,539.68,Performance,E-commerce Retailer
170313,Male,30,7.2,Build muscle,5,2878,High protein,55.96,Protein shakes,9,590.93,Yoga,Physical Retailer
489957,Male,25,5.3,Build muscle,1,2577,Whole foods,55.41,Protein shakes,9,827.62,Leisure,Physical Retailer
284078,Male,31,6.1,Build muscle,1,2529,Whole foods,58.36,Electrolyte,11,810.36,Outerwear,Physical Retailer
457429,Male,22,6.1,Build muscle,1,2784,High protein,54.95,Protein shakes,14,378.41,Performance,Physical Retailer
561243,Other,29,5.6,Build muscle,3,2635,High protein,52.21,Protein shakes,7,732.57,Accessories,Brand Website
213632,Female,32,3.9,General health,1,1939,Whole foods,,Electrolyte,8,574.85,Accessories,Physical Retailer
351451,Male,28,6.4,Build muscle,2,2540,,,Electrolyte,12,853.15,Performance,Physical Retailer
103051,Female,21,6.5,Fat loss,0,1985,Low carb,43.85,Electrolyte,10,749.2,Footwear,Physical Retailer
804107,Other,32,7.8,Fat loss,4,1781,High protein,36.12,Electrolyte,8,954.09,Footwear,Physical Retailer
476836,Female,23,7.8,Fat loss,1,1549,Vegan,34.89,Protein shakes,11,189.3,Footwear,Physical Retailer
711523,Female,35,5.4,Build muscle,2,2757,Low carb,43.17,Electrolyte,11,672.15,,E-commerce Retailer
821772,Female,35,4.4,General health,1,2159,Whole foods,48.39,Electrolyte,12,614.46,Leisure,E-commerce Retailer
289407,Other,27,7.4,Build muscle,4,2939,,74.68,Energy drinks,8,905.8,Performance,Physical Retailer
549395,Female,27,5.2,General health,1,,Low carb,38.34,Protein shakes,7,554.69,Accessories,Brand Website
562894,Male,19,7,General health,4,1933,,53.81,Protein shakes,12,951.44,Outerwear,E-commerce Retailer
311810,Male,18,6.2,General health,4,2439,Whole foods,60.74,Fresh juice,8,572.81,Leisure,E-commerce Retailer
827975,Female,23,6.8,Fat loss,3,1603,Low carb,30.13,Fresh juice,11,305.53,Footwear,Physical Retailer
173523,Male,28,5.3,Build muscle,0,2753,High protein,64.54,Electrolyte,14,760.11,Footwear,Brand Website
860463,Female,31,6.8,Build muscle,5,2594,High protein,51.66,Protein shakes,7,485.08,Accessories,Brand Website
194476,Male,39,4.8,Endurance training,2,2336,Whole foods,62.22,Protein shakes,10,1004.54,Leisure,Brand Website
333841,Male,30,4.9,Build muscle,1,2716,High protein,50.8,Protein shakes,9,734.24,Outerwear,Brand Website
903451,Male,26,5.3,General health,4,2372,Whole foods,61.16,Fresh juice,7,891.74,Outerwear,E-commerce Retailer
970045,Male,28,3.9,Build muscle,0,2979,High protein,61.38,Fresh juice,7,805.63,Performance,Physical Retailer
322866,Other,24,5.4,Build muscle,1,2767,Whole foods,67.62,Fresh juice,9,980.86,Accessories,Physical Retailer
186672,Female,20,8.5,Build muscle,5,2740,High protein,44.35,Protein shakes,12,694,Performance,E-commerce Retailer
698135,Female,25,7,Build muscle,3,,High protein,50.91,Electrolyte,15,620.68,Performance,E-commerce Retailer
444894,Female,28,7.1,Fat loss,4,1646,Low carb,,Fresh juice,12,402.71,Footwear,E-commerce Retailer
834994,Male,23,6,General health,4,2400,Whole foods,61.44,Protein shakes,9,898.46,Outerwear,E-commerce Retailer
128251,Male,28,,Endurance training,4,2094,Low carb,42.14,Electrolyte,8,728.07,Outerwear,Physical Retailer
727769,Female,29,4.1,General health,2,2092,Low carb,29.19,Fresh juice,7,523.86,Leisure,E-commerce Retailer
474710,Male,24,6.4,General health,1,1824,High protein,34.35,Electrolyte,7,522.78,Leisure,E-commerce Retailer
650233,Male,26,7.3,General health,5,2071,Whole foods,54.49,Electrolyte,11,721.74,Outerwear,Brand Website
977284,Male,33,,Build muscle,1,2665,Whole foods,66.33,Energy drinks,8,618.73,Outerwear,Physical Retailer
132217,Male,31,6.3,General health,4,1886,Whole foods,,Electrolyte,7,861.81,Yoga,Physical Retailer
108308,Other,25,5.1,Build muscle,1,2641,Whole foods,62.78,Electrolyte,9,596.55,Performance,E-commerce Retailer
368093,Female,27,5.1,Build muscle,3,2633,Whole foods,65.35,Protein shakes,15,430.89,Performance,Physical Retailer
283062,Male,18,5.4,Endurance training,1,2472,High protein,48.9,Protein shakes,8,772.03,Accessories,Physical Retailer
494366,Female,37,7,Build muscle,4,2778,Whole foods,63.17,Electrolyte,12,750.64,Performance,Brand Website
844840,Female,28,4.6,Build muscle,1,2625,Whole foods,51.46,Protein shakes,6,383.6,Performance,Physical Retailer
200235,Male,28,5.6,Build muscle,3,2815,High protein,57.31,Protein shakes,8,759.71,Leisure,Brand Website
174740,Female,25,4.8,Build muscle,1,2990,High protein,,Protein shakes,13,893.29,Outerwear,Physical Retailer
478496,Female,22,5.3,Flexibility,2,1640,Low carb,28.21,Protein shakes,6,318.16,Yoga,E-commerce Retailer
953049,Male,34,6.4,Build muscle,3,2855,High protein,48.41,Protein shakes,10,726.92,Outerwear,Physical Retailer
850201,Male,22,7.6,Build muscle,4,2602,Whole foods,67.77,Electrolyte,10,467.36,Performance,Physical Retailer
903328,Male,31,8.4,Fat loss,4,1725,Low carb,33.85,Protein shakes,12,673.69,Accessories,Physical Retailer
277247,Male,26,5.1,Build muscle,1,2889,Whole foods,71.87,Protein shakes,7,609.91,Performance,Brand Website
763165,Male,32,5.3,Flexibility,1,2074,Whole foods,60.23,Electrolyte,8,923.92,Yoga,Physical Retailer
629525,Female,23,7.3,Build muscle,3,2793,Vegan,49.6,Protein shakes,11,716.2,Accessories,Brand Website
120056,Male,25,7.3,Fat loss,4,1883,Low carb,33.41,Electrolyte,13,859.81,Footwear,Physical Retailer
276615,Male,31,4.1,Endurance training,2,2305,High protein,43.72,Electrolyte,9,744.5,,Brand Website
287628,Female,21,8,Flexibility,4,1753,Vegan,47.86,,11,775.32,Yoga,Brand Website
738836,Female,26,3.3,Endurance training,0,2179,Whole foods,43.49,Protein shakes,10,537.64,Outerwear,Physical Retailer
473632,Male,27,,General health,1,1839,High protein,46.86,Electrolyte,9,787.82,Performance,Physical Retailer
234415,Male,29,6.5,Build muscle,4,2763,,55.61,Electrolyte,14,925.3,Accessories,Brand Website
506716,Male,25,5.5,Build muscle,0,2688,Whole foods,64.4,Electrolyte,9,850.41,Performance,Physical Retailer
546438,Female,29,5.6,Build muscle,2,2507,Vegan,52.38,Protein shakes,9,509.71,Outerwear,E-commerce Retailer
653663,Male,28,4.5,General health,3,2415,Low carb,41.27,Protein shakes,12,874.93,Leisure,E-commerce Retailer
765022,Male,30,4.8,Build muscle,1,2724,Vegan,62.2,Electrolyte,8,932.67,Performance,Brand Website
641252,Other,21,5.8,Build muscle,2,2533,Whole foods,56.29,Electrolyte,7,596.71,Leisure,Physical Retailer
737717,Male,19,6.1,Build muscle,1,2735,High protein,55.84,Protein shakes,10,853.83,Performance,Physical Retailer
352764,Female,20,6,Build muscle,0,2962,High protein,56.2,Protein shakes,8,160.5,Leisure,Brand Website
814998,Other,33,4.7,Build muscle,1,2727,Whole foods,61.31,Protein shakes,6,785.1,Performance,E-commerce Retailer
566882,Male,18,4.5,Flexibility,0,2199,Vegan,59.41,Fresh juice,9,671.64,Accessories,E-commerce Retailer
840427,Female,20,9.6,Fat loss,4,1812,High protein,42.39,Electrolyte,16,524.08,Performance,E-commerce Retailer
612153,Male,30,5,Endurance training,1,2482,Whole foods,62.91,Fresh juice,7,827.44,Accessories,E-commerce Retailer
167215,Female,20,4.8,General health,1,2229,Whole foods,59.68,Protein shakes,8,904.93,Accessories,E-commerce Retailer
955474,Female,30,7.5,Build muscle,4,2521,High protein,44.27,Fresh juice,17,39.62,Yoga,Physical Retailer
244356,Female,28,7.9,Build muscle,6,2842,High protein,66.24,Protein shakes,10,686.85,Performance,Physical Retailer
303861,Male,27,5.1,Build muscle,2,2539,High protein,37.24,Protein shakes,11,970.2,Performance,E-commerce Retailer
455612,Female,25,4.8,Build muscle,0,2672,,60.12,Protein shakes,5,699.82,Performance,Physical Retailer
554605,Female,20,5.2,Endurance training,1,2438,High protein,45.75,Protein shakes,7,625.59,Outerwear,Physical Retailer
109435,Male,29,6.2,Build muscle,3,2678,Low carb,52.06,Protein shakes,7,968.33,Performance,Physical Retailer
547556,Female,19,6.8,Build muscle,1,2585,Whole foods,64.7,Protein shakes,11,500.15,Outerwear,E-commerce Retailer
799438,Male,27,6.2,Fat loss,3,1632,High protein,33.5,Fresh juice,8,697.98,Accessories,Brand Website
965264,Male,27,3.8,Flexibility,1,1850,,44.61,Fresh juice,8,827.27,Yoga,Physical Retailer
675581,Male,26,4.7,General health,1,2324,Whole foods,51.16,Protein shakes,12,844.16,Leisure,E-commerce Retailer
178781,Male,27,5,General health,1,2339,Whole foods,49.14,Electrolyte,12,856.05,Outerwear,E-commerce Retailer
291475,Male,39,5.4,General health,1,2305,Low carb,45.99,Fresh juice,6,760.61,Footwear,E-commerce Retailer
260196,Female,34,7.1,Build muscle,5,2583,Vegan,59.52,Protein shakes,12,805.41,Performance,Physical Retailer
326507,Male,30,5.1,General health,4,2263,,62.92,Fresh juice,11,516.54,Accessories,Brand Website
406063,Female,24,7.7,Build muscle,4,2817,Whole foods,65.59,Protein shakes,9,672.49,Yoga,E-commerce Retailer
864121,Male,27,5.3,Endurance training,1,2348,High protein,49.97,Protein shakes,8,867.19,Performance,Physical Retailer
876665,Female,24,6.6,Endurance training,3,2342,Whole foods,56.56,Fresh juice,13,636.43,Outerwear,Physical Retailer
790607,Other,29,5.7,Build muscle,1,2779,High protein,60.53,Electrolyte,11,530.04,Leisure,Physical Retailer
221172,Male,21,6.3,General health,4,2062,High protein,47.27,Electrolyte,10,979.73,Performance,Physical Retailer
456902,Female,22,6.1,Flexibility,4,1665,Vegan,38.4,Electrolyte,7,464.02,Yoga,Physical Retailer
584963,Male,37,6,Build muscle,1,2792,Whole foods,65.92,Protein shakes,11,994.98,Performance,Physical Retailer
555968,Female,34,3.3,General health,0,2308,Whole foods,59.37,Electrolyte,8,1080.32,Yoga,Physical Retailer
418717,Male,23,6.2,Build muscle,1,2567,Low carb,50.55,,13,939.63,Performance,E-commerce Retailer
159101,Female,18,,Fat loss,1,1725,Whole foods,40.11,Electrolyte,8,1008.03,Performance,Physical Retailer
595972,Male,30,5,Fat loss,1,1669,Low carb,24.9,Protein shakes,9,982.24,Performance,Physical Retailer
388790,Female,22,9.3,Fat loss,3,1585,Low carb,32.15,Protein shakes,11,580.54,Footwear,Physical Retailer
990617,Female,31,6.3,Flexibility,4,2144,,54.43,Electrolyte,12,540.37,Yoga,Physical Retailer
647337,Male,36,4.8,General health,3,2247,Vegan,53.39,Fresh juice,13,570.71,Yoga,E-commerce Retailer
834965,Male,19,6.3,General health,1,2489,Whole foods,55.48,Fresh juice,11,846.58,Performance,Brand Website
460260,Male,22,7.6,Build muscle,4,2989,Whole foods,67.49,Protein shakes,19,632.72,,E-commerce Retailer
983811,Male,22,8.3,Flexibility,5,2001,Vegan,52.03,Fresh juice,10,681.03,Outerwear,Physical Retailer
692673,Female,18,6.9,Build muscle,1,2751,Whole foods,61.74,Protein shakes,13,899.38,Leisure,Physical Retailer
750419,Male,27,,General health,4,2326,High protein,49.53,Electrolyte,10,730.94,Outerwear,Brand Website
533374,Male,29,6,Build muscle,4,2722,High protein,50.72,Protein shakes,11,795.8,Yoga,Physical Retailer
820777,Male,30,6,Build muscle,2,2878,Low carb,60.37,Protein shakes,16,841.04,Outerwear,Physical Retailer
647577,Female,28,5.9,Endurance training,4,2200,High protein,40.47,Protein shakes,12,674.81,Footwear,Physical Retailer
472370,Male,36,6,Build muscle,1,2606,High protein,57.42,Protein shakes,9,960.39,Yoga,Physical Retailer
987225,Male,26,5.3,Build muscle,1,2749,Low carb,50.52,Protein shakes,12,768.77,Performance,E-commerce Retailer
371967,Male,26,5.5,Build muscle,0,2936,High protein,58.51,Protein shakes,10,681.84,Accessories,E-commerce Retailer
291232,Male,28,5.6,Build muscle,3,2908,High protein,46.97,Protein shakes,8,833.94,Outerwear,Physical Retailer
404119,Female,30,6.2,Build muscle,4,2588,Low carb,36.65,Electrolyte,9,700.38,Performance,Physical Retailer
109540,Male,28,4.6,Build muscle,1,2624,Low carb,45.87,Protein shakes,11,850.27,Footwear,Physical Retailer
640652,Male,30,,Fat loss,4,,Whole foods,43.74,Electrolyte,14,745.57,Accessories,E-commerce Retailer
497827,Female,27,4.6,Build muscle,1,2968,Vegan,55.93,Protein shakes,7,643,Accessories,Physical Retailer
651951,Female,20,7.4,Endurance training,4,2136,Whole foods,48.54,Energy drinks,14,824.69,Performance,Physical Retailer
151991,Male,29,5.2,Build muscle,2,2746,Whole foods,68.75,Protein shakes,10,835.24,Leisure,Physical Retailer
288751,Female,37,5.6,Flexibility,3,1995,Whole foods,52.18,Fresh juice,12,638.57,Yoga,Physical Retailer
466326,Female,31,5.7,General health,4,2477,Low carb,44.74,Fresh juice,8,903.68,Performance,Physical Retailer
786337,Male,25,7.1,Build muscle,4,2649,High protein,57.26,Fresh juice,9,672.42,Performance,Brand Website
718992,Female,29,6.4,General health,4,2142,Whole foods,47.44,Fresh juice,12,860.99,Performance,E-commerce Retailer
149115,Female,37,,General health,1,2379,Whole foods,54.63,Electrolyte,9,721.39,Footwear,E-commerce Retailer
453151,Male,37,7.2,Flexibility,5,1820,Whole foods,54.95,Fresh juice,12,667,Yoga,Physical Retailer
843583,Male,31,5.5,Fat loss,0,1809,Vegan,40.02,Electrolyte,8,900.91,Accessories,Brand Website
291962,Male,31,6.2,Build muscle,4,2913,Vegan,62.4,,8,623.21,,Physical Retailer
821747,Female,30,5.5,Endurance training,2,2348,Whole foods,68.76,,11,589.61,Yoga,E-commerce Retailer
249143,Other,31,4.9,Endurance training,2,2019,Whole foods,42.35,Protein shakes,11,596.54,Outerwear,E-commerce Retailer
814635,Female,34,5.7,Endurance training,3,2288,High protein,49.73,Electrolyte,12,531,Accessories,Physical Retailer
636226,Male,32,6.3,Build muscle,3,2988,Whole foods,80.59,Protein shakes,10,542.74,Footwear,Brand Website
453824,Female,22,6.5,General health,3,2291,Low carb,41.38,Fresh juice,9,481.62,Footwear,Physical Retailer
104000,Female,30,6.7,Flexibility,4,2111,Whole foods,57.16,,9,854.85,Yoga,Physical Retailer
825948,Male,22,8.8,Build muscle,5,2751,Whole foods,64.03,Protein shakes,14,927.79,Outerwear,Physical Retailer
987474,Male,32,6.2,Build muscle,4,2969,Vegan,59.42,Fresh juice,10,937.23,Outerwear,E-commerce Retailer
455754,Female,35,7.3,Build muscle,4,2576,Low carb,50.27,Protein shakes,10,415.01,Leisure,Physical Retailer
351492,Male,25,4,General health,0,,Whole foods,62.23,Protein shakes,6,709.88,Outerwear,Brand Website
990123,Female,25,5.1,Endurance training,1,2391,Vegan,56.31,Protein shakes,7,637.42,Footwear,E-commerce Retailer
599522,Male,22,5.2,Endurance training,1,2411,Vegan,59.02,Protein shakes,7,790.98,Footwear,Brand Website
591072,Male,28,7.5,Fat loss,4,1672,Low carb,33.25,Electrolyte,12,669.08,Performance,E-commerce Retailer
138304,Male,24,6.5,Fat loss,1,1862,Whole foods,53.06,Electrolyte,10,661.98,Accessories,Physical Retailer
604999,Male,25,5.8,Build muscle,4,2700,Vegan,55.58,Protein shakes,10,578.43,Performance,E-commerce Retailer
431593,Female,23,7.5,Fat loss,1,1716,High protein,41.4,,10,896.93,Outerwear,Brand Website
707274,Male,25,5.4,General health,1,2175,Whole foods,,Electrolyte,12,965.4,Leisure,Brand Website
251836,Female,24,,Flexibility,1,2085,Whole foods,54.34,Protein shakes,12,917.89,Outerwear,Physical Retailer
208940,Male,26,4,Flexibility,1,1510,Vegan,34.76,,7,720.53,Yoga,Physical Retailer
924926,Female,32,3.6,Flexibility,1,1511,Vegan,24.32,Fresh juice,6,598.59,Accessories,Physical Retailer
365517,Male,33,7.4,Fat loss,3,1879,Whole foods,42.58,Electrolyte,10,675.13,Performance,E-commerce Retailer
767521,Female,32,6.9,Fat loss,4,1978,Low carb,38.67,Fresh juice,13,323.1,Accessories,E-commerce Retailer
721820,Female,34,4.1,General health,2,2389,Whole foods,48.6,Electrolyte,12,797.55,Leisure,Physical Retailer
979090,Male,33,5.7,Flexibility,2,1934,,52.23,Fresh juice,13,916.87,Leisure,Brand Website
485777,Male,27,3.9,Build muscle,0,2671,High protein,55.56,Protein shakes,6,563.42,Footwear,E-commerce Retailer
724674,Female,32,5.9,Build muscle,3,2595,Whole foods,64.74,Protein shakes,10,798.39,Performance,E-commerce Retailer
651638,Other,27,7.8,Build muscle,5,2805,High protein,51.12,Protein shakes,12,894.93,Yoga,Physical Retailer
717296,Male,28,5.8,Endurance training,4,2372,High protein,54.24,Energy drinks,12,761.06,Leisure,E-commerce Retailer
980729,Female,28,4.8,Build muscle,1,2772,Whole foods,76.4,,10,596.37,,Brand Website
649639,Female,26,6.8,Build muscle,4,2918,High protein,58.7,Electrolyte,10,658.66,Performance,Physical Retailer
712956,Female,22,8.4,Build muscle,5,2884,Whole foods,74.16,Protein shakes,15,696.95,Accessories,Brand Website
738873,Other,30,6,Build muscle,1,2912,Whole foods,71.33,Energy drinks,12,1008.43,Accessories,E-commerce Retailer
437497,Female,26,6.9,General health,4,2490,Whole foods,64.2,,10,1106.07,Yoga,Physical Retailer
307869,Male,19,6.2,Build muscle,3,2563,Whole foods,62.03,Protein shakes,11,786.71,Accessories,Physical Retailer
165953,Male,31,4.2,Endurance training,1,2131,Low carb,38.35,Protein shakes,12,902.71,Leisure,Brand Website
943890,Male,33,5.4,Endurance training,3,2342,Whole foods,61.54,Electrolyte,10,638.46,Yoga,Brand Website
600328,Female,32,6.6,General health,5,2118,High protein,55.13,Fresh juice,10,624.78,Accessories,Brand Website
906790,Female,36,7.6,Build muscle,6,2831,High protein,,Protein shakes,10,722.99,Yoga,Physical Retailer
103267,Male,28,7,Flexibility,5,2120,Whole foods,52.78,Fresh juice,9,878.18,Yoga,Physical Retailer
182745,Female,31,8.2,Fat loss,4,1772,Low carb,29.9,Protein shakes,7,302.14,Footwear,Physical Retailer
976020,Female,22,,Flexibility,1,1667,Whole foods,49.47,Fresh juice,10,550.8,Yoga,E-commerce Retailer
924945,Female,32,5.7,Flexibility,3,1896,Vegan,38.59,Fresh juice,8,689.34,Leisure,Physical Retailer
257164,Male,25,5.4,Build muscle,1,2679,Vegan,49.34,Protein shakes,8,736.78,Performance,E-commerce Retailer
635626,Male,22,7.2,Build muscle,3,2557,Whole foods,66.48,Protein shakes,10,990.83,Accessories,Brand Website
231484,Male,35,5.9,Build muscle,4,2979,High protein,67.06,Protein shakes,13,888.22,Performance,Physical Retailer
631831,Male,33,6.9,Fat loss,4,1920,Low carb,40.52,Protein shakes,9,694.03,Outerwear,Physical Retailer
992323,Male,27,7.8,Build muscle,5,2997,Whole foods,74.7,Protein shakes,10,804.84,Accessories,Brand Website
160692,Male,34,,Build muscle,3,2578,High protein,53.65,,7,665.93,Performance,Brand Website
320156,Male,26,8.7,Fat loss,4,1959,High protein,49.3,Protein shakes,12,772.61,Footwear,E-commerce Retailer
323992,Male,26,5.7,Build muscle,2,2560,Low carb,42.43,Protein shakes,12,716.81,Performance,E-commerce Retailer
616771,Male,31,6.3,Build muscle,1,2868,High protein,56.1,Protein shakes,14,976.21,Performance,Brand Website
930857,Female,27,6.9,Fat loss,2,1620,High protein,32.42,Electrolyte,14,735.59,Accessories,Physical Retailer
663044,Male,27,4.1,Build muscle,0,2706,Whole foods,58.33,Protein shakes,13,585.32,Leisure,E-commerce Retailer
643176,Female,24,8.1,Build muscle,4,2533,Low carb,46.63,Protein shakes,12,533.8,Outerwear,Brand Website
791095,Other,24,7.9,Fat loss,1,1569,Whole foods,47.16,Electrolyte,20,802.47,Footwear,Physical Retailer
933727,Male,20,6.9,Fat loss,2,1516,Whole foods,42.46,Electrolyte,9,572.24,Footwear,E-commerce Retailer
214352,Male,28,6.2,General health,4,2295,Whole foods,59.82,Fresh juice,11,806.93,Outerwear,E-commerce Retailer
969474,Male,22,6.4,Fat loss,1,1996,High protein,41.78,Fresh juice,13,912.34,Performance,Physical Retailer
185999,Female,21,9.3,Fat loss,4,1519,Low carb,35.12,Electrolyte,11,718.97,Accessories,Brand Website
117955,Female,23,8.3,Fat loss,4,1956,High protein,37.85,Fresh juice,13,477.36,Footwear,Physical Retailer
924273,Male,31,6.4,General health,3,2114,Whole foods,51.14,Electrolyte,13,771.03,Performance,E-commerce Retailer
170640,Female,30,4.8,General health,1,1868,High protein,38.42,Fresh juice,13,647.55,Yoga,E-commerce Retailer
296582,Male,31,5.8,General health,4,1960,Low carb,38.37,Electrolyte,11,803.93,Performance,Physical Retailer
844086,Male,24,6.1,Endurance training,3,,,53.75,Electrolyte,14,810.69,Performance,E-commerce Retailer
500573,Female,28,5.1,Build muscle,0,2875,High protein,55.14,Protein shakes,5,449.87,Performance,E-commerce Retailer
525695,Male,38,5.6,Build muscle,3,2705,High protein,51.28,Protein shakes,10,693.73,Accessories,Physical Retailer
161476,Female,27,4.9,Build muscle,1,2644,Low carb,63.33,Protein shakes,10,600.44,Performance,E-commerce Retailer
406955,Male,27,3.7,Flexibility,1,2068,High protein,44.72,Fresh juice,10,578.3,Yoga,Physical Retailer
267280,Other,31,5.8,Endurance training,3,,High protein,44.18,Fresh juice,9,612.47,Performance,Physical Retailer
775510,Male,32,6.1,General health,5,2184,Vegan,46.3,Protein shakes,18,633.73,Accessories,Physical Retailer
695468,Male,33,5.6,Build muscle,4,2768,Whole foods,64.5,Protein shakes,7,564.45,Accessories,E-commerce Retailer
798646,Female,26,5.4,General health,1,2253,Whole foods,54.36,,9,831.32,Performance,Physical Retailer
737144,Male,22,6.8,Build muscle,1,2686,High protein,,Electrolyte,9,722.28,Performance,Physical Retailer
954882,Other,34,5.9,Build muscle,1,2505,Low carb,,Protein shakes,9,666.29,Yoga,E-commerce Retailer
514568,Female,30,6.1,Build muscle,1,2852,High protein,48.37,Electrolyte,13,871.52,Leisure,Physical Retailer
286141,Female,26,6,Fat loss,1,1849,Whole foods,43.22,Energy drinks,8,571.28,Footwear,E-commerce Retailer
998320,Female,22,8.8,Fat loss,4,1609,High protein,37.04,Protein shakes,9,683.7,Accessories,Brand Website
734736,Other,23,5.6,General health,1,2282,Whole foods,54.63,Electrolyte,8,1041.77,Leisure,Physical Retailer
638685,Female,27,6.7,Build muscle,5,2906,Whole foods,78.14,,10,784.61,Performance,Physical Retailer
278031,Female,25,6.5,Fat loss,1,1637,Whole foods,34.62,Electrolyte,10,681.22,Performance,E-commerce Retailer
219180,Female,29,6.2,Fat loss,1,1550,High protein,29.1,Protein shakes,11,437.17,Footwear,Brand Website
166234,Male,23,5.2,Build muscle,1,2902,High protein,64,Protein shakes,11,821.51,Outerwear,Physical Retailer
664242,Male,21,8.3,General health,5,2362,Whole foods,60.44,Protein shakes,13,676.05,Performance,E-commerce Retailer
278352,Female,33,4.1,General health,1,2275,High protein,48.65,Electrolyte,7,637.59,Leisure,Physical Retailer
179459,Male,29,4,General health,1,1886,Whole foods,55.89,Fresh juice,13,1051.73,Leisure,E-commerce Retailer
509995,Male,25,6.6,General health,5,1867,Whole foods,43.82,Electrolyte,12,789.05,Performance,E-commerce Retailer
295004,Male,18,8.6,General health,6,2395,Whole foods,60.27,,12,772.74,Performance,Physical Retailer
566152,Male,37,4.7,Build muscle,1,2966,,55.79,Protein shakes,6,658.79,Accessories,Brand Website
825256,Female,25,6.1,General health,3,1841,Whole foods,36.53,Protein shakes,10,463.59,Leisure,Physical Retailer
159163,Female,19,7.3,Build muscle,4,2718,Vegan,57.29,Energy drinks,10,830.47,Accessories,Physical Retailer
575853,Male,26,6,Build muscle,3,2556,Whole foods,66.72,Protein shakes,8,848.82,Performance,E-commerce Retailer
151934,Male,27,7.6,Build muscle,4,2725,High protein,57.83,Electrolyte,8,964.94,Performance,E-commerce Retailer
820255,Female,30,3.8,General health,1,1995,High protein,42.05,Electrolyte,5,384.87,Performance,Brand Website
525523,Male,30,4.3,General health,1,2477,Vegan,49.86,Fresh juice,9,631.24,Accessories,Physical Retailer
940530,Female,29,4.7,Build muscle,0,2561,High protein,46.58,Electrolyte,16,508.46,Leisure,Physical Retailer
554137,Male,25,5.2,General health,3,2062,Whole foods,56.9,Energy drinks,11,799.48,Performance,Brand Website
105486,Male,23,6.1,Flexibility,4,1611,Whole foods,,Fresh juice,6,778.24,Leisure,Physical Retailer
239407,Other,26,7.1,Build muscle,4,2752,High protein,56.69,Protein shakes,14,1002.46,Yoga,Physical Retailer
973332,Male,33,4.8,Build muscle,1,,Whole foods,65.36,Protein shakes,8,861.21,Performance,Physical Retailer
750308,Female,31,6.6,General health,4,1977,High protein,48.17,Fresh juice,8,489.78,Performance,Physical Retailer
727083,Female,26,7.1,Build muscle,5,2935,High protein,63.37,Protein shakes,16,316.11,Performance,E-commerce Retailer
320184,Male,25,6.3,Endurance training,4,2025,High protein,35.01,Fresh juice,7,865.02,Leisure,Brand Website
766490,Female,22,5.7,Build muscle,1,2909,High protein,50.98,Protein shakes,12,639.64,,E-commerce Retailer
449652,Other,31,5.5,Fat loss,0,1745,Whole foods,46.56,Protein shakes,7,714.94,Yoga,Physical Retailer
861315,Male,28,4.2,General health,2,2330,High protein,44.98,Protein shakes,8,1033.46,,E-commerce Retailer
742612,Female,20,4,Endurance training,0,2264,Whole foods,51.86,Protein shakes,8,539.65,Yoga,Physical Retailer
422710,Female,26,3.8,General health,1,2116,Whole foods,55.73,Fresh juice,12,786.61,Leisure,E-commerce Retailer
297775,Female,26,3.6,General health,1,2331,Whole foods,56.26,Electrolyte,5,612.71,Outerwear,E-commerce Retailer
389336,Female,27,7.5,General health,5,1905,High protein,40.55,Protein shakes,13,740.65,Accessories,Physical Retailer
887494,Male,31,5.6,Endurance training,4,2236,Low carb,45.27,Fresh juice,9,1100.96,,Physical Retailer
708364,Female,27,4.4,Build muscle,1,2805,High protein,52.13,Protein shakes,10,0,Performance,E-commerce Retailer
189780,Female,26,8.4,Fat loss,4,1963,Low carb,46.95,Electrolyte,11,656.76,Footwear,E-commerce Retailer
252617,Female,29,5.1,Build muscle,1,2745,High protein,49.55,Protein shakes,9,315.05,Yoga,E-commerce Retailer
645977,Female,18,6.8,General health,4,1880,Whole foods,51.02,Fresh juice,11,557.51,Footwear,E-commerce Retailer
897606,Female,33,6.3,Build muscle,4,2649,Vegan,63.86,Protein shakes,15,539.58,Accessories,Physical Retailer
450605,Male,31,6.6,Fat loss,3,1896,Low carb,29.68,Energy drinks,12,832.48,Leisure,Brand Website
